Unique ID,URL,Date scraped,Headline,Body,Org,Topics,Sentiment,Scandal_distance,Top_10
727177ab-73cd-5ca0-a637-e939a6c3141f,https://www.euronews.com/my-europe/2026/09/20/german-exit-polls-show-merzs-party-suffering-heavy-losses-in-2-german-state-elections,2026-09-20T17:52:19.411697+00:00,Exit polls show Merz’s party suffering heavy losses in 2 German state elections,"Exit polls showed Chancellor Friedrich Merz’s party suffering heavy losses in two German state elections on Sunday.Merz’s centre-right Christian Democratic Union is projected to fall to 5.5% in Mecklenburg-Western Pomerania, a largely rural state in Germany’s formerly communist east. That would be its worst result there since World War II.In Berlin, the CDU is projected to finish second with 20% of the vote, trailing the Left Party at 24.5%, according to an exit poll by the public broadcaster ARD.The Alternative for Germany (AfD) made significant gains in Sunday's regional elections. The vote came two weeks after the AfD finished just short of an absolute majority in the small eastern state of Saxony-Anhalt, marking its best chance yet of forming the country’s first far-right regional government since the Second World War.Chancellor Friedrich Merz, 70, assumed leadership of Germany 16 months ago, pledging to revitalise an economy that has stalled for years. However, he has failed to lift a sullen national mood and has seen his personal popularity plunge.The AfD's strong showing in Saxony-Anhalt has further damaged the chancellor's standing nationally, sparking calls from within his own party over the past fortnight to replace him. Although no top-level allies have publicly demanded his resignation, many have warned against opening divisive internal personnel debates.Apparently anticipating a challenging post-election period, Merz abandoned a planned trip to New York next week to attend the UN General Assembly.Speaking after the publication of the exit polls, Merz stated that he intends to remain leader of the CDU and chancellor until the end of his term.""The reforms have to come,"" 70-year-old Merz said. ""I am taking on this responsibility because I want to move our country forward.""","[""AfD"", ""CDU"", ""Christian Democratic Union"", ""Left Party"", ""Mecklenburg-Western Pomerania"", ""Saxony-Anhalt"", ""UN General Assembly""]","[""politics""]",-0.17625384615384615,1.302874505519867,False
770d3010-d775-5c00-8e01-9c55a9fa3983,https://www.euronews.com/my-europe/2026/09/20/meloni-announces-ban-on-burqa-and-niqab-in-italian-schools-and-cap-on-foreign-students,2026-09-20T17:52:19.703214+00:00,"Meloni announces ban on burqa and niqab in Italian schools, cap on foreign students","Italian Prime Minister Giorgia Meloni has announced that the government is preparing a bill that would ban burqas and niqabs in schools and introduce a limit on the number of foreign pupils in each class.Several European countries, including France and Belgium, already ban face coverings in public places. Austria has also introduced restrictions in schools. Elsewhere, including Spain and Poland, freedom of conscience and religion is protected by the constitution.Meloni said a package of measures will soon go before the Italian cabinet, including a ban on burqas and niqabs in schools, a requirement for parents of pupils facing “serious difficulties integrating” into the national school system to learn Italian, and a limit on places for foreign pupils.Italy heads to the polls next year, with competition intensifying to the right of Meloni’s party following the entry of retired general Roberto Vannacci, who has called for even tougher measures. Migration is a highly political and divisive issue in Italy.“It is unacceptable that in an Italian classroom the children who end up feeling pushed into a corner are Italian children because they have become the minority. That cannot be allowed,” she said during a rally organised by Gioventù Nazionale, the youth wing of her Brothers of Italy party.“Calling all this integration is yet another lie, a convenient lie for those who live off ideology, for those who preach to us from their living rooms and then send their own children to schools where this problem does not exist.”Previous initiatives and legislative proposalsMeloni’s announcement comes after several related initiatives in recent months.In early August, Education and Merit Minister Giuseppe Valditara proposed action on the full-face veil through an amendment to the security bill.At the end of July, Futuro Nazionale — the party founded by far-right MEP Roberto Vannacci, who has backed Meloni’s proposal — tabled a resolution against the full-face veil in the Chamber of Deputies’ Culture Committee. It was approved with centre-right votes after being redrafted at the government’s request.In March, the League introduced a bill in the Senate to amend Article 5 of the 1975 Reale law, which was introduced by then-Justice Minister Oronzo Reale during the Years of Lead to ban face coverings in public places.The proposed amendment would create a new offence of forcing someone to conceal their face, punishable by one to two years in prison and fines of between €10,000 and €30,000. It would also bar those convicted from obtaining Italian citizenship.Full-face veils in EuropeMeloni referred specifically to a ban on burqas and niqabs. A burqa traditionally covers the entire body and includes a mesh over the eyes, while a niqab covers the face, leaving only the eyes visible. A hijab, by contrast, covers the hair and neck but leaves the face uncovered.Several European countries have introduced restrictions on face coverings in public spaces.France imposed a nationwide ban on concealing the face in public places in April 2011, a measure later upheld by the European Court of Human Rights.Belgium approved a nationwide ban in July 2011, with fines and prison sentences for violations. Bulgaria has prohibited full-face veils in state, administrative and educational institutions since September 2016.Austria passed an anti-mask law in October 2017 requiring faces to remain visible in public spaces. From September 2026, girls up to the age of 14 will also be prohibited from wearing at school any veil that “covers the head according to Islamic traditions”.Denmark introduced a nationwide ban in August 2018, with financial penalties increasing for repeat offences. The Netherlands introduced a partial ban in August 2019 covering schools, hospitals, government offices and public transport.Switzerland introduced a federal ban on face coverings in public spaces following a national referendum, with the implementing legislation coming into force in 2023. Portugal completed its legislative process in August 2026 with a law banning face coverings in public spaces and imposing financial penalties.Germany has no nationwide ban, but federal legislation prohibits public employees, judges, members of the armed forces and motorists from covering their faces while driving. Several Länder also restrict full-face veils in schools and universities for students and teachers.Foreign pupils in the classroomIf Italy introduces a statutory maximum for foreign pupils in each class, it would become the first European country to adopt such a rule, according to the proposal.Italy already has a 30% limit on non-Italian pupils, set out in a 2010 ministerial circular issued by then-Education Minister Mariastella Gelmini. The limit has often gone unenforced because of local demographic conditions and a lack of flexibility, particularly in urban outskirts.Other European countries use different approaches.Denmark has some of the most restrictive policies. The government has allowed upper secondary schools to introduce caps of up to 50% for pupils of “non-Western origin” or from disadvantaged neighbourhoods. Schools can also organise classes based on parents’ income, with the aim of encouraging social and ethnic mixing — a model the Italian government is watching with interest.In France, quotas based on origin would be unconstitutional because the state does not collect statistics based on ethnic or religious identity. Instead, authorities use “zoning” to redesign school catchment areas, linking working-class and wealthier neighbourhoods. In areas with high concentrations of migrants, the state also reduces the number of pupils per class.Criticism of Meloni’s proposalMeloni’s announcement has received support from members of the governing coalition but has also drawn criticism from the opposition and legal experts.Speaking to ANSA, Salvatore Curreri, a professor of constitutional law at the University of Enna, pointed to Article 34 of the Constitution, which states that “school is open to everyone”, including foreign children.“If the measure were so restrictive as to uproot minors and their families to other areas, far from where they live, it could prove excessive precisely because it conflicts with the overriding functional aim of integration, with the risk of infringing a right recognised by the constitution,” Curreri said.Angelo Bonelli, an MP for the Green and Left Alliance (AVS) and co-spokesperson for Green Europe, also criticised the proposal.“Yet again, instead of dealing with schools, she is chasing the neo-fascist right of AfD and Vannacci, who has proposed separate classes for students with disabilities,” he said. “The truth is that the prime minister is not at all interested in how schools work. Our teachers’ salaries are among the lowest in Europe.”","[""AfD"", ""ANSA"", ""AVS"", ""Chamber of Deputies’ Culture Committee"", ""Curreri"", ""Education"", ""European Court of Human Rights"", ""EuropeMeloni"", ""Futuro Nazionale"", ""Gioventù Nazionale"", ""Green and Left Alliance"", ""her Brothers of Italy party"", ""Länder"", ""Merit"", ""Senate"", ""University of Enna"", ""Vannacci""]","[""politics""]",-0.13441000000000003,1.3096866607666016,False
1617b531-ec62-58a8-a698-f9eb58d36363,https://www.euronews.com/2026/09/20/climate-week-warns-of-challenges-in-delivering-the-energy-transition,2026-09-20T17:52:20.010997+00:00,Climate Week warns of challenges in delivering the energy transition,"A Climate Week (source in Portuguese) began in New York this Sunday, with a series of events across the city, and runs until the 27th. Over the coming days, business and political leaders from around the world will discuss solutions for a more sustainable society with lower carbon emissions.The event is an initiative of the non-governmental organisation Climate Group (source in Portuguese), organised in coordination with the United Nations General Assembly, which takes place at the same time in the same city.The first day, Monday, features contributions from the Prime Minister of Australia, Anthony Albanese, the UK foreign secretary, Ed Milliband, and the Icelandic prime minister Kristún Frostadóttir.This is the largest event in the world dedicated to climate change. It includes more than a thousand events at various locations in New York, bringing together on average more than one hundred thousand people.This year's debates will focus on three aspects:Energy and the changes taking place in this field,The impact those changes are having,The joint action that is needed.This series of debates comes at a time when the impact of climate change is highly visible, with tragedies such as the one that recently hit Nepal and the heatwaves that have been battering many parts of the world in recent weeks.Climate Group has been in existence for around 20 years and aims to help create a world with zero carbon emissions by 2050.According to the description Climate Group gives on the event website, ""the context is changing rapidly. Energy systems are being redesigned, supply chains are under pressure and demand for electricity is rising, driven by electrification, Artificial Intelligence (AI) and digital infrastructure. At the same time, the transition is opening up new sources of long-term growth, investment and competitiveness.""The organisers also say that ""the current challenge is not ambition but implementation"". ""Progress is being held back by outdated regulation, infrastructure constraints and misaligned markets. The priority is to remove these barriers and deliver change quickly and at scale. Climate Week exists to accelerate that progress,"" they add.This year's conference is taking place against a backdrop of the rapid expansion of AI and the revolution that implies, but also of the strongly climate-sceptic actions and policies pursued by the Trump administration.The last global climate summit, COP30, held in Belém do Pará, Brazil, ultimately delivered results that fell short of expectations. While a plan was agreed to help the countries most affected by the climate crisis, no precise timetable was set for the phase-out of fossil fuels.","[""Artificial Intelligence"", ""Belém"", ""Climate Group"", ""Pará"", ""Trump"", ""United Nations General Assembly""]","[""business""]",0.1142105263157895,1.2895820140838623,False
f1501747-2afa-5acc-af9f-85bed8625b0c,https://www.euronews.com/2026/09/20/russians-vote-in-final-day-of-parliamentary-elections,2026-09-20T17:52:20.308212+00:00,Russians vote in final day of parliamentary elections,"Russians are casting their ballots on Sunday in the final day of voting in parliamentary elections, with the pro-Putin United Russia party widely expected to emerge victorious.United Russia has won every parliamentary election in the country since 2003.The 2026 vote marks the first since Moscow launched its full-scale invasion of Ukraine in February 2022, meaning it could offer a slight hint at public sentiment towards the conflict, which has been increasingly impacting Russians at home.However, in August, Russia's Supreme Court ordered the only party opposing the war - the Yabloko party - to be struck from the ballot. Its candidates are reportedly still able to run for individual seats in some districts.In a statement at the time, Yabloko cofounder Grigory Yavlinsky hit out at the decision and said they would appeal.""Barring Yabloko from the elections means refusing to engage in dialogue with people who ask questions that are uncomfortable for the authorities,"" he said. ""We stand for a ceasefire, diplomacy and peace, for the prevention of nuclear war"".On Saturday, the party reported that one of its election observers had ""lost consciousness"" while being ""subjected to force"" by police in St. Petersburg. It also complained that party observers were being ""denied access to polling stations"" and that their movement was being ""restricted.""Russia reports cyberattacksElla Pamfilova, the chair of Russia's Central Election Commission, said on Sunday that Russia had recorded more than 1,000 waves of distributed denial-of-service attacks (DDoS) on election infrastructure over the last few days, per the Interfax news agency.""The level of impact is assessed as very high,"" she said, adding that the attacks appeared to have been ""carried out by highly professional, well-coordinated groups using artificial intelligence tools.""A DDoS attack involves hackers attempting to disrupt a targeted network, server, or service by attempting to overwhelm the system with a large volume of traffic.Moscow hit by 'largest-scale attack'The vote comes as the Russian capital was hit by what its governor described as the ""largest-scale attack"" on the city since the war in Ukraine began.Sergey Sobyanin reported that Russian air defences had shot down more than 1,600 drones across the country since Saturday, 450 of which he said had been heading towards the capital.""Several drones reached the territory of the Moscow refinery, and one struck a residential building. There were no fatalities,"" he wrote. Moscow Oblast governor Andrey Vorobyov said two people had been killed in attacks across the wider region.Sobyanin also accused Ukraine of attempting to ""disrupt"" Russia's elections - which will determine the makeup of the 450-seat state Duma - with the attacks.Ukrainian President Volodymyr Zelenskyy confirmed that Ukraine had targeted the Moscow region overnight, saying a ""key"" oil industry facility as well as a logistics facility were hit.""Our long-range responses had a very significant impact in the Moscow region last night,"" he wrote in a post on X, adding that Russia had launched over 2,000 attack drones, 1,700 aerial bombs and 19 missiles against Ukraine this week.","[""Central Election Commission"", ""DDoS"", ""Interfax"", ""Supreme Court""]","[""business""]",-0.09323333333333333,1.373685896396637,False
afacfc33-6f07-5812-bd20-ca3128eb1d5a,https://www.euronews.com/2026/09/20/ed-sheeran-says-situation-in-gaza-is-catastrophic-and-unjustifiable-as-he-opens-philadelph,2026-09-20T17:52:20.612017+00:00,"'Situation in Gaza is unjustifiable,' says Ed Sheeran as he addresses Macklemore 'Free Palestine' controversy","Ed Sheeran opened a concert on Saturday with comments about Gaza after controversy swirled around his tour and supporting acts withdrew in solidarity with opener Macklemore, who was dropped after making pro-Palestinian comments onstage at an earlier show.Sheeran began the concert alone on stage with no opener, but was joined by other musicians later in the show.Sheeran said he wants his music and shows to be about unity and humanity, not politics. But he said that while the attacks in Israel of 7 October, 2023, were horrific, what is happening in Gaza “catastrophic and unjustifiable” and slammed it as “disproportionate”.“I don’t want to disappoint fans, and I’ve never wanted to be an activist musician, but this has put me in the middle of an important and passionate argument about freedom of speech and the most complex political issue on the planet,” said Sheeran during his performance at Lincoln Financial Field in Philadelphia.The comments before a nearly full stadium came after a tumultuous week that began with rapper Macklemore, Sheeran's original US opener, being dropped in response to saying “Free Palestine” during a 5 September tour stop in New Jersey.Sheeran has said he was not responsible for the decision, which came at the urging of New England Patriots owner Robert Kraft. His company owns a stadium where Sheeran’s tour was scheduled to play on Friday. Within hours of Sheeran’s statement Tuesday, his supporting acts withdrew.Sheeran has performed many songs solo during his Loop Tour concerts, but was joined for several songs at each stop by the Irish folk band Beoga before they dropped out in support of Macklemore.Macklemore was replaced by Danish band Lukas Graham and Irish singer Aaron Rowe before they backed out, and Finneas, Billie Eilish’s brother and musical collaborator, was due to tour with Sheeran in South America later this year before he too dropped out this week.Before Saturday's show, a small group of pro-Palestinian demonstrators convened outside the stadium.Hillary Steinberg, 34, said she got concert tickets a year ago but wound up getting a refund and attended the demonstration instead, after she was disappointed that Sheeran refused to take a stand to defend Macklemore or empathise with the plight of the Palestinian people.“I was, until this week, a big Ed Sheeran fan,” Steinberg said. “I think all art is political, and all music is political, and so this choice — even though he was saying that he wasn’t complicit — is a political choice.”Diane Savitz, a 53-year-old from Stroudsburg, Pennsylvania, got tickets months ago and attended. She said she is a big Sheeran fan, doesn't think he did anything wrong and a concert is not the place for politics.“A concert should be for people enjoying the music. Music should bring people together,” Savitz said. “Everyone has their right to freedom of speech, but not every platform is the place for it.”The Grammy winning artist was adamant earlier this week that he wouldn't be drawn into discussion of the war in Gaza, arguing that his fans don’t come to his shows to hear about these issues. But, as the controversy grew, and ticket prices and sales declined, he decided to address the issue head on.Sheeran told the crowd in Philadelphia that everyone is welcome at his concerts, and they can have opposing points of view while still singing his songs, which are about “love, hope and unity.”He also told fans he worries about venues pre-approving performances.“This happens in so many places that I perform around the world, but it should never happen in the free world,” Sheeran said.","[""Lincoln Financial Field"", ""Loop Tour"", ""Macklemore 'Free Palestine'"", ""New England Patriots"", ""solidarity""]","[""entertainment""]",0.08335769230769233,1.3585526943206787,False
fe94b6be-d11d-5b30-a5d7-1ba4f7fd5596,https://www.euronews.com/my-europe/2026/09/20/germans-head-to-the-polls-in-state-elections-as-pressure-mounts-on-merz,2026-09-20T17:52:20.914311+00:00,Germans head to the polls in state elections as pressure mounts on Merz,"Germans are heading to the polls on Sunday in two state elections that could prove decisive for Chancellor Friedrich Merz's future.In Berlin, Merz's ruling Christian Democratic Union (CDU) is facing a close fight against Die Linke, which has strong support among young people and has pledged measures to tackle the housing crisis.In the coastal state of Mecklenburg–Western Pomerania in northeastern Germany, the main race is between the Social Democratic Party (SPD) and the hard-right, anti-immigration Alternative for Germany (AfD).The AfD comes into Sunday's vote fresh off the back of its election success in Saxony-Anhalt earlier this month and will be hoping for further gains.However, the party faces a sterner test in ""MeckPomm,"" where it will come up against the SPD's Manuela Schwesig, who has served as minister-president of the state since 2017.The latest polling figures show Die Linke edging ahead of the CDU in the city-state of Berlin, while the AfD leads the SPD in Mecklenburg–Western Pomerania - with the CDU flirting with the 5% hurdle required to remain in state parliament.Gains for the far-right or far-left would heap pressure on Merz, who became chancellor in May 2025 and has seen his popularity continue to decline.Moritz Lembke-Oezer, 43, summed up that feeling while speaking to the AFP news agency outside a polling station to the south of Berlin, saying that while he feared the vote could benefit the AfD, he hoped it would see the CDU ""punished.""""Maybe then Friedrich Merz will be gone,"" he said, adding that he planned to vote for Die Linke because of the far-left party's vows to address the housing issue.Speaking to AFP outside a polling station in Schwerin, the state capital of Mecklenburg-Western Pomerania, pensioner Peter Sommer added: ""I'd be in favour of the AfD winning, because then they'll have to prove themselves: either something will happen, or it'll be the last time they get any votes.""","[""AfD"", ""AFP"", ""AFP news agency"", ""CDU"", ""Christian Democratic Union"", ""Mecklenburg-Western Pomerania"", ""MeckPomm"", ""Saxony-Anhalt"", ""Social Democratic Party"", ""SPD""]","[""politics""]",0.11583000000000002,1.3242574334144592,False
dcc834b9-26dd-5a1a-8c89-552454015c5c,https://www.euronews.com/2026/09/20/north-korea-launches-suspected-ballistic-missile-into-east-sea,2026-09-20T17:52:21.210574+00:00,North Korea launches 'suspected ballistic missile' into East Sea,"North Korea on Sunday carried out a launch of a ""suspected ballistic missile,"" the Japanese Prime Minister's office said, while South Korea's military reported that Pyongyang had fired an ""unidentified projectile"" into the East Sea.In an update later in the day, Japanese Defence Minister Shinjiro Koizumi said North Korea had launched ""at least one ballistic missile from near its eastern coast towards the northeast"" at around 3 pm local time.""We estimate that the ballistic missile reached a maximum altitude of approximately 60 km, flew a distance of approximately 440 km, and fell outside Japan’s exclusive economic zone (EEZ),"" he said.It comes after North Korea this week rejected a resolution by the UN nuclear watchdog against its nuclear programme.A spokesperson for the country's Foreign Ministry said the International Atomic Energy Agency's resolution had ""no effect on the DPRK's position as a nuclear weapons state.""In August, Trump told reporters that North Korean leader Kim Jong-un had ""57 very powerful nuclear weapons"" as he once again touted the pair's relationship.""You know what, the fact that I get along with him, that's a good thing not a bad thing,"" Trump said, adding that Pyongyang's nuclear arsenal should ""never"" have been allowed to happen.Trump announced at the time that he also intended to meet with Kim later this year, although he gave no further details on the plan - which would be their first meeting since Trump's first term in the White House.On Friday, South Korean President Lee Jae Myung said he was ""urging"" Trump to maintain dialogue with Pyongyang, adding that Seoul was working to facilitate talks between the North and the US.""I cannot say for certain how likely it is, but it is also clear that we must make every possible effort to turn that possibility into reality,"" he said of the potential for a meeting between US and North Korean officials.However, hopes for an imminent meeting may have been doused slightly after Kim's powerful sister, Kim Yo Jong, criticised recent military drills in the Western Pacific, which she labelled a ""US-led war rehearsal.""The US, South Korea and Japan wrapped up Exercise Freedom Edge 26, which US Pacific Command said advanced ""trilateral readiness across the Indo-Pacific,"" on 11 September.""Our will to defend our sovereignty will be expressed in clearer action and there will be never ever change in the course of intensifying the nuclear war deterrence,"" Kim Yo Jong added in a statement shared by North Korea's KCNA state news agency on Friday.","[""DPRK"", ""EEZ"", ""Foreign Ministry"", ""International Atomic Energy Agency"", ""Trump"", ""UN"", ""US Pacific Command""]","[""business""]",-0.03653846153846155,1.3373432159423828,False
97363090-24de-5be7-a9ea-bcd2be831d1a,https://www.euronews.com/my-europe/2026/09/20/moscow-hit-by-largest-scale-attack-on-capital-so-far-mayor-says,2026-09-20T17:52:21.527465+00:00,"Moscow hit by 'largest-scale attack' on capital so far, mayor says","Ukrainian forces launched their ""largest-scale attack"" on Moscow since the war in Ukraine began, the city's mayor said on Sunday.In a post on Telegram, Sergey Sobyanin reported that Russian air defences had shot down more than 1,600 drones across the country since Saturday, 450 of which he said had been heading towards the capital.""Several drones reached the territory of the Moscow refinery, and one struck a residential building. There were no fatalities,"" he wrote. Moscow Oblast governor Andrey Vorobyov said two people had been killed in attacks across the wider region.Ukrainian President Volodymyr Zelenskyy confirmed that Ukraine had targeted the Moscow region overnight, saying a ""key"" oil industry facility as well as a logistics facility were hit.""Our long-range responses had a very significant impact in the Moscow region last night,"" he wrote in a post on X, adding that the attacks had involved FP-1 attack drones and Palianytsia missiles, among other munitions.""Moscow must end its brutal war and choose peace instead of building layered rings of air defense at the expense of other regions,"" Zelenskyy continued, while also sharing video footage appearing to show the aftermath of the strikes.Russian attacks on UkraineIt comes as Ukrainian authorities reported that a child had died following a Russian strike on the Kyiv region, bringing the death toll from the attack to four.Timur Tkachenko, the head of the Kyiv Regional State Administration, said on Sunday that the child died in hospital after having been injured in an attack on the Vyshhorod district.""The Kyiv region has endured more than a day of enemy attacks,"" Tkachenko said in an update, adding that 31 structures had been damaged across five districts.In the southern Kherson region, a 71-year-old priest was also killed in a drone attack on a monastery in the village of Chervonyi Mayak on Saturday, per local authorities. Four others were reportedly injured in the incident.According to Zelenskyy, who has been calling for further sanctions against Moscow, Russia launched over 2,000 attack drones, 1,700 aerial bombs and 19 missiles against Ukraine this week.","[""Chervonyi Mayak"", ""Kyiv Regional State Administration"", ""UkraineIt""]","[""business""]",-0.5061133333333333,1.3170740604400635,False
ea79be18-ae02-5b3d-a6db-a745670c3974,https://www.euronews.com/my-europe/2026/09/20/newsletter-carney-is-right-on-eu-associate-membership-the-name-is-irrelevant-the-politics-,2026-09-20T17:52:21.827529+00:00,"Newsletter: Carney is right on EU associate membership — the name is irrelevant, the politics aren’t","Welcome back to this newsletter, written en route from Strasbourg to Brussels, after a week of parliamentary coverage. In case you missed it, Mark Carney stole the show and Canada is our new associate BFF, whatever that means.It's easy to be cynical about the Canadian Prime Minister, but anyone who makes an intellectual effort citing Goethe on a Thursday morning gets my attention amid the sea of poor orators that populate the annual State of the Union (the EU's, to be clear).Carney chose his references deliberately, reaching for Faust right off the bat. One can only hope the MEPs — including the gentleman who shouted ""USA! USA!"" as he took the stand — appreciated the reference. Goethe argued that freedom is neither a condition nor a possession: it must be conquered. Nor can it be taken for granted, as freedom is as fragile as it is precious.Carney evoked that spirit from the get-go of his six-page address, taking the hemicycle on a journey through the forest of Ettersberg. Nur der verdient sich Freiheit wie das Leben, der täglich sie erobern muß (Only those who strive for freedom every day are deserving of it). Canada and the EU share that spirit, he told the European Parliament — and both are being tested on their ability to forge their own paths.His pitch? A new alliance between two sovereign blocs that looks beyond zero-sum geopolitics and builds on their complementary strengths and dependencies. A single tree, he said, can fall in a storm; a forest will not. For Europe, as for Canada, the storm has three names: Trump, Xi, Putin.Still, lumping them together would be intellectually lazy. The US doesn't threaten Europe's security architecture the way Russia does — NATO is still largely bankrolled by American taxpayers. Nor is China's economic predation on the European industry the result of Trump's economic agenda.But together, they have upended the status quo on both sides of the Atlantic and left Europeans feeling defeated, orphaned from a political offer that stands up to bullies. Carney is now their patron saint and newfound maple hero. You could say this is simply a rerun of speeches we've heard before.Carney himself said as much in Davos at the start of the year, calling for an alliance of middle powers to stabilise a world increasingly governed by brute force. In 2023, cameras caught China's Xi telling Putin that the world was witnessing changes not seen in a century. He was right. The question is whether nations can still decide their own paths, seal their own alliances, and resist the pull of the tide.Carney is playing politics — that's true. He owes his political success to Donald Trump: going elbows-up on the US, walking away from lopsided trade talks, and putting sovereignty above all else has resonated with Canadians — a country whose sole raison d'être is not being America.Carney, a product of the establishment and elite education, would never have been elected had it not been for Trump's provocations, and yet he is now the most popular Canadian PM; every dust-up adds points.His political calculus is very different to that of the EU, which desperately sought to cool down tensions and had the head of the European Commission, Ursula von der Leyen, inking a deal on American terms. And that stings. Large swathes of the European electorate are hungry for political courage — courage von der Leyen lacks, and would struggle to project even if she had it, since doing politics has never been her strength. In Carney, Europeans see an alternative.Von der Leyen has amassed enormous power. She could have been a transformative Commission President; instead, she plays it safe. Let's be honest: Carney saved her State of the Union address — without him, she would have had little new to say. Too afraid to raise the question of joint debt and European financing, her ""independence"" moment comes without financial muscle. Mario Draghi put a number on the cost of an independent Europe: €800 billion a year. You cannot implement the Draghi report without addressing the elephant in the room — but she won't touch it. You can argue her institutional neutrality doesn't allow for it, but her peer Christine Lagarde has no problem saying Europe should at least debate joint borrowing. Plenty can be said about the tribulations and hurdles ahead for a transatlantic partnership meant to deepen trade, cultural, political and educational ties.CETA is proof enough: the Canada-EU trade deal, still unratified in countries like France, was painful to negotiate and remains unpopular in sectors like agriculture (and farmers are untouchable in Europe). Most MEPs we spoke to on the floor told us they didn't quite understand what an associate member would look like, but welcomed the move. The head of the European Parliament, Roberta Metsola, went a step further, telling Euronews in an exclusive interview that Canada could pave the way for other countries ""with so much in common,"" like New Zealand and Australia. My colleague Vincenzo Genovese overheard a group of Renew MEPs debating the interview over lunch — that's zeitgeist for you.It’s tempting to write this pairing off as bluff — I mean, they can’t even agree on a name: an alliance for the future, or associate membership? But dismiss it at your peril, because Carney is right: at this point, the nomenclature is irrelevant.What matters is the political signal, and it's not a futile one — just ask the US president, who has already threatened tariffs if the two turn hostile to American interests. As you know, in MAGA world, you either align or you get punished. And yes, the US already has a deal in place with the EU which cut tariffs on American products.Before I go, I want to thank our team of reporters, correspondents, producers and cameramen for two marathon days in which Euronews brought you 16 interviews, an exclusive sit-down with the Parliament's President, the Commissioners that mattered on the day, and non-stop coverage. It's long hours and it's not easy. I had cold chicken nuggets for dinner each night, and believe me, you don't want that.But we take pride in what we do, and Euronews is Europe's newsroom — time to consider an antenna in Ottawa.Thank you for reading Off The Record make sure to subscribe here. Before you go, Europe Today, Euronews' flagship morning show, is live weekdays at 8am CET.","[""BFF"", ""CETA"", ""Commission"", ""Draghi"", ""EU"", ""European Commission"", ""European Parliament"", ""MAGA"", ""NATO"", ""Parliament"", ""Renew"", ""State of the Union"", ""Trump""]","[""business""]",0.16377678571428575,1.3199785947799683,False
96f5b24d-0229-5397-8ec2-e2eb2b2a85e6,https://www.euronews.com/my-europe/2026/09/20/macron-touts-relationship-with-canada-in-visit-to-saint-pierre-and-miquelon,2026-09-20T17:52:22.132390+00:00,Macron touts relationship with Canada in visit to Saint Pierre and Miquelon,"French President Emmanuel Macron hailed France's relationship with Canada during a trip to Saint Pierre and Miquelon this weekend.Macron is visiting the French overseas collectivity from 19 to 21 September and is due to meet with Canadian Prime Minister Mark Carney there on Sunday.Speaking to reporters from the archipelago, which sits just off the Canadian province of Newfoundland and Labrador, Macron said the goal of the visit was to help the territory ""turn a new page"" and gently pushed back on suggestions that the trip was intended to make a statement.""We shouldn't be so obsessed with sending messages,"" he said, adding that France had ""close friends"" including Canada in the region.On the planned meeting with Carney, Macron said he saw it as ""a very strong gesture of friendship"" and pointed to the Canadian leader's blossoming relationship with Brussels.He also noted Canada's substantial reserves of critical raw materials and rare earth elements, as well as its liquefied natural gas production. He said France and the EU would be seeking contracts and arrangements to secure supplies of strategic minerals and LNG for Europe.It comes after US President Donald Trump hit out at Ottawa and the EU following European Commission President Ursula von der Leyen's announcement that Canada could become the bloc's first ""associate member.""Trump called the idea ""laughable"" but warned that if the move went ahead and he considered it ""at all a hostile act,"" then he would put ""very serious tariffs or stop trading with Europe on many things.""Earlier this month, Trump also posted an image on his Truth Social account showing a map of North America, including Saint Pierre and Miquelon and Greenland, marked with the US flag.The US and Denmark announced on Friday that they had reached an agreement over Greenland, with Trump saying the deal would give Washington ""permanent control"" of the island's security.CarneyCarney is due to arrive in Saint Pierre and Miquelon at around 12:30 pm local time, according to his office.He will then attend a ""working lunch"" with Macron before the pair take part in a wreath-laying ceremony. They will later deliver a joint statement before Carney heads to Ottawa.Macron is due to travel on to New York for the UN General Assembly next week - where Trump's Greenland security deal is also expected to be signed.In a post on X on Saturday, Macron said he was ""very proud and happy"" to be in Saint Pierre and Miquelon.""The ocean separates us, but what truly unites us are our values, a shared destiny, and the Republic,"" he wrote.","[""Carney, Macron"", ""CarneyCarney"", ""EU"", ""European Commission"", ""LNG"", ""Miquelon"", ""Trump"", ""Truth Social"", ""UN General Assembly""]","[""business""]",0.2716888888888889,1.3481630086898804,False
